"Vengeance: A Love Story","Pre Production","Harold Becker","Abigail Breslin, Sam Jackson, Uma Thurman ","Based on a book by award winning novelist Joyce Carol Oates, the film, Vengeance: A Love Story, tells the tale of a man whose bloody search for justice and revenge heals his own wounds. In the process, he transforms the lives of three generations of women and ultimately turns a brutal assault into a future filled with hope.","","FR, IT, INDO, UK, OZ","Hyde Park","Thriller","","",""
"4,3,2,1","Screening Footage:Feb 14, 6:30 pmRitz Carlton, Ponte Murano","Noel Clark, Mark Davis","Emma Roberts, Tamsin Egerton, Ophelia Lovibond, Shanika Warren-Markland, Noel Clarke","4.3.2.1 is a gripping, gritty film from award winning British actor/director Noel Clarke (Kidulthood,Adulthood) that follows three days in the lives of four very different girls. Intricately woven together each individual story of these four friends unknowingly connects them to a major diamond heist - 4 Girls, 3 Days, 2 Cities, 1 heist...","","BLX, FR, SW, SCAN, LA, INDO, PORT,","Icon","","","",""
"Coriolanus","Pre Production/ 12.5M","Ralph Fiennes","Ralph Fiennes, Gerard Butler","","","BLX, FR, IT, SW, OZ","Icon","","","",""
"How I Spent My Summer Vacation","","Adrian Grunberg","Mel Gibson","As well as Noel Clarke, the film features Tamsin Egerton (St Trinians), Emma Roberts (Wild Child), Michelle Ryan and the up and coming Brit hip hop/grim artist, Bashy (Adulthood).","","All avail except UK","Icon","Action Thriller","","",""
"Infestation","Completed","Kyle Rankin (W/D)","Christopher Marquette, Brooke Nevin, Ray Wise","Our hero, Cooper, awakes to find himself nauseous, weak and covered in webbing, hanging from the ceiling of his office. As he struggles out of his slimy prison he comes face to face with his opponent - a grotesque, powerful and very angry bug. All 3 feet of it. (about Cannes 08 promo: spoof like Shaun of the Dead but not that funny. Laure and I were disappointed, she thinks not funny enough. so not my genre that I can't even comment - SW)","BLX; 300K                   IT: 650K                        SCAN: 500K              LA: 640K","BLX, IT, SW, SCAN, LA, PORT, ME ","Icon","Horror ","","",""
"Oranges and Sunshine","Production","Jim Loach","Emily Watson, Hugo Weaving, David Wenham","The story of Margaret Humphreys, a social worker from Nottingham, who uncovered one of the most signifiacnt social scandals in recent times; the forced migration of children from the United Kingdom","","BLX, IT, SW, SCAN, LA, INDO","Icon","Drama","","",""
"Pelican Blood","Market:11 Feb 13:00 Cinestar 614 Feb 16:30 Cinestar 6","Karl Golden","Harry Treadaway, Emma Booth","Story of two young lovers and their shared passion for birdspotting…and suicide - pass (SM)","BLX: 150KFR: 300KIT: 350KSW: n/a","BLX, FR, IT, SW, SCAN, LA, INDO, PORT","Icon","Drama","","",""
"The Tempest","Post Productioncoverage avail/ 20M","Julie Taymor (W/D)","Helen Mirren, Geoffrey Rush, David Strathaim, Ben Whinshaw, Dijmon Hounsou, Russell Brand, Alfred Molina, Felicity Jones, Reeve Carney, Alan Cumming","The magician Prospero orchestrates spirits, monster,s a grief-stricken king, a wise old counsillor, two treacherous borthers and a storm at sea into a fantasical conspiracy bringing banishment, sorcery and shipwreck into the lives of two hapless lovers to stir and seal their fate","BLX; 525KFR: 1.4MIT: 1.2MSW: n/a","BLX, FR, IT, SW, SCAN ","Icon","Drama","","",""
"Triangle","Complete","Christopher Smith (W/D)","Melissa George, Michael Dorman, Rachael Carpani, Henry Nixon","A young mother embarks on a boat ride with a group of friends, trying to escape her daily struggles one peaceful weekday morning. (Momento meets Ghost Ship, same effects co as Golden Compass and they put up 1/2 budget - SW)) screened by SM and in Paris","","FR, IT, SCAN, INDO","Icon","Supernatural Thriller","","",""
"The Way","Screening Footage:Feb 11, 6:30 pmRitz Carlton, Ponte Murano","Emilio Estevez","Martin Sheen, Deborah Kara Unger, James Nesbitt, Yorick van Wageningen, Angela Molina, Simon Andreu and Carlos Leal","The Way is set along the thousand-year-old Camino de Santiago pilgrimage route. It tells the moving story of Tom Avery, played by Sheen, an American father who travels to France to reclaim the body of his estranged son who died in a storm at the start of the famous route in the Pyrenees. Avery cremates his son’s remains, placing them in his backpack, and starts off on the journey his son never made to Santiago.","","BLX, FR, IT, SW, SCAN, LA, INDO, OZ","Icon","Road Drama","","",""
"West is West","Post Production - Promo","Andy de Emmony","Om Puri, Linda Bassett, Jimi Mistry, Emil Marwa, Ila Arun, Vijay Raaz, Aquib Khan","Manchester, North of England, 1975. The now much diminished, but still claustrophobic and dysfunctional, Khan family continues to struggle for survival. Sajid, the youngest Khan, the runt of the litter, is deep in pubescent crisis under heavy assault both from his father's tyrannical insistence on Pakistani tradition, and from the fierce bullies in the schoolyard. ","","BLX, IT, SCAN, LA, INDO, OZ","Icon","Comedy Drama","","",""
"After Dark Package (8 titles sold together","complet","n/a","n/a","All 8 titles sold as one package","France 600KItaly 400KBenelux 400KSwitz 600K (with Germany)Portugal 200KUK 750KScandi 500KLat Am 500KIndo 40KAustralia 275K","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, UK, OZ","IM Global (Octane)","","","",""
"Everything Must Go","Pre Production","Dan Rush(W/D)","Will Ferrell","After sixteen years devising motivational speeches that promise certain success, optimistic sales executive Nick Porter(Will Ferrell) is abruptly fired. He returns home to discover his wife has left him, changed the locks on their suburbanhome and dumped all his possessions out on the front yard.  Under the prying eyes of nosy neighbors and complete strangers, Nick comes face-to-face with a lifeturned inside out – and discovers in total exposure a hilarious and unexpected path to renewal.","France 550KItaly 500KSwitzerland 700K (with Germany)Benelux 250KPortugal 50KScandinavia 250KAustralia 350KUK 1M","BLX, FR, IT, SW, SCAN,  PORT, UK, OZ","IM Global","Comedy","","",""
"Insidious","Pre Production*Pick up script in office","James Wan (Saw)","","A young family confronts their son’s tragic coma and the malevolent presence slowly spreadingthrough their new home. Little do they realize that the sleeping child’s soul is lost in the dark andinsidious paranormal realm know as the “Further”.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, OZ","IM Global (Octane)","Horror","","",""
"Protection","Pre Production","Simon West","Paul Walker out, they are going to announce new bigger cast","A disgraced former American special forces operative follows a dangerous coyote route from Mexico to the US in order to rescue the daughter of an assassinated judge and clear his own name","France 3MItaly 2.1 MBenelux 800KPortugal 140KScandinavia 800KLat Am 1.75MAustralia 850KUK 3.6M","BLX, FR, IT, SCAN, LA, PORT, UK, OZ","IM Global","Action","","",""
"Skyline","Pre Prod, Promo in Berlin","The Brothers Strause","Jordana Brewster Eric Balfour Laz Alonso ","After a late night party, a group of fast living LA friends are awakened in the dead of the night by aneerie light beaming through the windows of their penthouse apartment. The light source is drawingpeople outside like moths to a flame, before sucking up bodies into the night. A horrifying vision fillsthe skyline as vast alien crafts are swallowing the entire human population off the face of the earth.Now our band of survivors must fight for their lives as the world around them is destroyed. Howlong will they be able to withstand the methodical and relentless onslaught as the number ofcasualties escalates? Who or what are these extraterrestrials? SKYLINE is a terrifying journey intoour fear of the unknown, a high-velocity, special effects bonanza in the tradition of Cloverfield orWar of the Worlds.","France 1.9MItaly 1.3 MSwitzerland 2.1M (with Germany)Benelux 375KPortugal 80KScandinavia 375KLat Am 900KAustralia 425KIndonesia 140K","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, OZ ","IM Global","","","",""
"Sympathy for the Devil","Pre-Production","Boaz Yakin","Samuel L. Jackson, Josh Duhamel","A Louisiana cop starts investigating a crime that may becommitted by extremist religious groups.","France 550KItaly 375KSwitzerland 650 (with Germany)Benelux 240KPortugal 85KScandinavia 25KLat Am 750KAustralia 280KIndonesia 65KUK 675K","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ ","IM Global (Octane)","","","",""
"Vanishing on 7th Street","In Production","Brad Anderson","Hayden Christensen, Thandie Newton, John Leguizamo","A mysterious, seemingly global blackout yields countless populations to simply vanish, leaving only their clothes andpossessions behind. A small handful of survivors band together in a dimly-lit tavern on 7th Street, struggling to combat theapocalyptic horror. Realizing they may in fact be the last people on earth, the darkness hones in on them alone.","Italy 200KPortugal 90KUK 400KAustralia 300K","IT, PORT, UK, OZ","IM Global","Mystery/Thriller","","",""
"AFTER","Sun 14th, 11:00@dffb Cinema (Filmhaus)","Alberto Rodriguez","Tristan Ulloa, Blanca Romero, Willy Toledo","According to Julio Ramón Ribeyro, “maturity is an imposture, something invented by adults to justify their ineptness and provide a legal ground for authority”.Manuel, Ana and Julio get together in a warm summer night after not having seen each other for a while and set off to explore the night. Manuel has a 4 year-old boy, a wife and a beautiful home, Julio is a top executive at an international company and Ana has a boyfriend who she loves and also leads a very comfortable life. Although the three friends have everything apparently necessary to be happy, they feel dissatisfied and extremely lonely. They are incapable of assuming their adult lives and enjoying life as every time they reach a new stage, they eagerly observe that they are still desperately waiting for the next one. They escape towards adolescence as the only way to get rid of their ghosts.After is the last stop, the last open bar. The end of the journey.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Imagina","","","",""
"FATS (GORDOS)","Sat 13th, 9:00 @dffb Cinema (Filmhaus) ","Daniel Sánchez-Arévalo (DarkBlueAlmostBlack)","Antonio de la Torre (Mataharis), Raul Arévalo (Blind Sunflowers, Che:Guerrilla), Verónica Sánchez (The 2 Sides of the Bed, 13 Roses)","Five stories dealing with overweight merge at a group therapy session. A place where the main characters don’t expect to loose weight, necessarily, but hope to find out what led them to be overweight and the reasons why they don’t feel happy with their bodies. As it turns out, weight is the least of their problems and so are their bodies. They will end up learning to face their fears, desires, obsessions, needs, dreams, problems that haunt them, family, partners, love, sex, mistakes, guilt…FATS is not a film about fat people, it’s a film about people in general, about you and me; about all of us.","","FR, SW (ex ger tv), SCAN, INDO, PORT, ME, UK, OZ","Imagina","","","",""
"MAP OF THE SOUNDS OF TOKYO   ","Completed","Isabel Coixet","Rinko Kikuchi (Babel), Sergi López (Pan’s Labyrinth), Min Tanaka","Ryu is a solitary girl whose fragile appearance is in stark contrast with the double life she leads, working nights at a Tokyo fishmarket and sporadically taking on jobs as a hit-woman. Mr Nagara is a powerful impresario mourning the loss of his daughter Midori, who has committed suicide.He blames David, a Spaniard who runs a wine business in Tokyo.Mr Nagara's employee, Ishida, was silently in love with Midori and hires Ryu to murder David.A sound engineer, obsessed with the sounds of the Japanese city and fascinated with Ryu, witnesses this love story which searches the shadows of the human soul, reaching deep into places where only silence has the power of eloquence. Screened by HCD: pass","","IT, SW, SCAN, LA, INDO, ME, UK?, OZ?","Imagina","","","",""
"Son & Moon","Completed","Manuel Huerga","","Son and Moon’ approaches the space world from an unusual point of view, combining spectacular images with others, private conversations between father and son via a simple webcam. The figure of space heroes bring them closer to us terrestrial beings by having them share the same difficulties.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Imagina","","","",""
"Barafundle Bay","In Production","Hattie Dalton","Benefict Cumberbatch, JJ Field, Tom Burke, Adam Robertson","James and his three closest, lifelong friends take an ill-advised trip to the stunningcoastal area of Barafundle Bay in West Wales. What follows is a touching and comicaladventure dealing with friendship, heroism and love.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Independent","","","",""
"Boxing Day","Post Production","Bernard Rose","Danny Huston (Clash of the Titans; X-Men Origins: Wolverine; The Kingdom)Matthew Jacobs","BOXING DAY follows IVANS XTC and THE KREUTZER SONATA as the third film in a loose trilogy of modern day interpretations of Tolstoy stories. A businessman named Basil and his chauffeur, Nicky, drive in to the heart of the Rocky mountains in the midst of perilous weather conditions. When the journey becomes potentially fatal, Basil must decide whether he's prepared to sacrifice his own life for the life of another.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Independent","","","",""
"Exam","FEBRUARY 14TH @ 5.40PM (MARRIOTT 1)MONDAY FEBRUARY 15TH @ 3.15PM (MARRIOTT 2)","Stuart Hazeldine","Colin Salmon, Jimi Mistry, Nathalie Cox, Luke Mably","8 candidates have reached the final stage of selection for a prestigious job at a mysterious corporation. Shown into a windowless examination room, they're given eighty minutes to write an answer to one question. Turning over their question papers to start, however, they are found to be completely blank. As the clock ticks down, they must figure out what the company expects of them, and how far they are prepared to go to secure the ultimate job","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, OZ  ","Independent","","","",""
"Jekyll & Hyde","Pre Production, WB has for the US","Abel Ferrara (W/D)","Forest Whitaker, Curtis ""50 Cent"" Jackson","Dr Jekyll is a rich doctor of great generosity who lives on the Upper East Side ofManhattan. Mr Hyde is a sadistic murderer with a reputation that strikes fear in to thehearts of people throughout New York.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, UK, OZ ","Independent","","","",""
"Mr Nice","Promo Screening in Office, Post Production/ 6.2M","Bernard Rose","Rhys Ifans, Chloe Sevigny, David Thewlis, Omid Djalili","Howard Marks is a legend. His engaging personality is evident very early on in life. Quickly initiated into the drug-taking scene there, Howard realises he can make money from dealing. The next step? Breaking America.","","BLX, FR, IT, SW (Gr speaking sold, theatrical sold), SCAN, LA, INDO, PORT, OZ","Independent","Comedy thriller","","",""
"Tracker","In Production, Promo screening in office","Ian Sharp","Ray Winstone, Temeura Morrison","Ex-Boer War guerrilla in New Zealand who is sent out to ring back a Maori accused of killing a British soldier.","","BLX, FR, IT, SW(Gr speaking sold), SCAN, LA, INDO, PORT, UK","Independent","Action Thriller","","",""
"We Need to Talk about Kevin","Pre Production","Lynne Ramsay (W/D)","Tilda Swinton","Reluctantly ending her globe-trottling lifestyle, Eva settles down to raise a family.  It is soon apparent that her young son, Kevin, is growing up profoundly disturbed, and Eva is the only one who notices","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, OZ","Independent","Drama","","",""
"The Experiment","Private screening: Thursday, February 11th, 8.00pm @ Hackesche Hoefe Theatre","Paul T. Scheuring (W/D)","Adrien Brody, Forest Whitaker, Cam Gigandet","A remake of the German thriller, Das Experiment, in which 26 male volunteers are chosen and paid to participate in a psychological study that breaks them into groups of guards and prisoners, but ultimately spirals out of control","BLX: 400FR: 1.2MIT: 1MSCAN: 650INDO: 75OZ 250UK 750","BLX, FR, IT, SCAN (may close), INDO, UK, OZ","Inferno","Psychological Thriller","","",""
"The Kids are Alright","EFM (private):  Thu 11 - 11.15 @CineStar, Mon 15 - 17.15@CinemaxX 4OC: Wed 17 -19:30 @Berlinale Palast (D), Thu 18 -12:00, 18:00  @Friedrichstadtpalast (D) & 23:00  International (D), Sun 21 - 22:00  @Urania (D)","Lisa Cholodenko (W/D)","Julianne Moore, Annette Benning, Kristen Stewart, Ewan Macgregor","Long married lesbians Nic and Jules have raised two children they birthed from the same sperm donor; when their eldest daughter decides to contact him, Paul's arrival into the family threatens to destroy the life they've shared together","BLX: 300IT: 500SW no p GER 850SCAN: 500INDO: 50PORT: 100","BLX, IT (may close), SCAN (may close), INDO, PORT","Inferno","Drama","","",""
"The Killer Elite","Pre Production","Gary McKendry (W/D)","Jason Statham","Based on the #1 bestselling novel The Feather MenA true story by Sir Ranulph Fiennes","FR: 3.5MIT: 4MPORT: 300OZ 950","FR, IT, PORT, OZ","Inferno","","","",""
"King of Fighters","Feb 17, 10.40 a.m. @MGB Kinosaal (market)","Gordon Chan","Maggie Q, Sean Faris, Ray Park","A stylish, high octane, live action feature based on the highly successful video game franchise, in which the last surviving descendants of three legendary clans are continuously transported to other dimensions to test their martial arts skills against an evil force that seeks to invade and infect the real world","BLX: 250FR: 850IT: 650SCAN: 250LA: 500OZ 100UK 500","BLX, FR, IT, SCAN,  UK, OZ","Inferno","Live Action","","",""
"Rogue's Gallery","Feb 11, 3.00 p.m. @Marriott 1 (market)Feb 14, 7.40 p.m. @Marriott 2 (market)","Rouad Mikati","Zack Galifianakis, Ving Rhames, Ellen Barkin, Maggie Q, Odette Yustman, Rob Corddry","Two teams of government assassins work out of top secret underground facility using code names from the Tarot deck","BLX 200FR: 300IT: 300SW: 50SCAN: 200LA: 595INDO: 50PORT: 75","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, Check UK, OZ","Inferno","Action","","",""
"Promo Reels","Feb 11,EVERY 30 MINUTES FROM 09.00 TO 18.00Ritz Carlton, 1st Fl","","","","","n/a","Intandem","","","",""
"Beneath Hill 60","7M Budget, Promo screening in office in Berlin","Jeremy Sims","Brendan Cowell, Gyton Grantley, Jacqueline McKenzie, Harrison Gilbertson","While some of the bloodiest battles ever seen rage on the surface, a deadly game of cate and mouse is played out thirty metres below the trenches as a small platoon of Australian tunnellers prepare to ignite the largest amount of explosive ever collected in one place under the German lines","","FR, IT, SCAN, UK, no OZ  (Check Others)","Intandem","Thriller","","",""
"Devil's Playground","Promo in office in Berlin","Mark McQueen","Danny Dyer, Craig Fairbrass, Jaime, Murray, Colin Salmon","A new drug has unexplained side effects where patients become violent and unable to feel pain. One bite and you'lll join the living dead.","","FR, IT, SCAN, OZ , no UK (Check Others)","Intandem","Horror Thriller","","",""
"The Kid","Feb 11, 11:00 @CinemaxX 8 (market)Feb 14, 9:15 @Cinestar 1 (market)","Nick Moran","Rupert Friend, Ioan Gruffudd, Natasha McElhone, Liam Cunningham, John Rhys-Davis, Hayley Atwell, Asa Butterfield","The brutal true story of how Kevin Lewis grew up on a poverty stricken Council estate in London. He was besten and starved by his parents and bullied at school. After he was put into care he became caught up in a criminal underworld that knew him as ""the kid."" However against all the odds, Kevin survived to make a better life for himself and this inspired him to write his heartbreaking true story","","FR, IT, UK, OZ, no SCAN (Check Others)","Intandem","","","",""
"Ways to Live Forever","Promo in office in Berlin","Gustavo Ron","Ben Chaplin, Greta Scacchi, Emilia Fox","The story of a young boy with a terminal illness","","FR, IT, SCAN, UK, OZ (Check Others)","Intandem","Drama","","",""
"Get Low","Market:Friday 12th 10:45 Marriott 2 Tuesday 16th 16:10 Marriott 2","Aaron Schneider (W/D)","Robert Duvall and Sissy Spacek, Bill Murray and Lucas Black","Get Low is a story of discovery. Set in the early 1930's and based on a true story, Get Low speaks of timeless things. Can we know who we are? Should we judge anyone? Felix Bush can teach us something important, something worth knowing - he has nothing to hide now!","","FR, IT, SW, LA, INDO, PORT, UK   ","K5","","","",""
"SEPARATION CITY (fka THE TRUTH ABOUT MEN)       ","Market:Sunday 14th 11:20 Parliament","Paul MIDDLEDITCH","Rhona Mitra, Thomas Kretschmann and Joel Edgerton.","A painful tale about marriage, bad sex and requited love","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, UK","K5","Comedy, Romance","","",""
"Voice From the Stone","Pre Production","Aaron Schneider","Robert Duvall, Sissy Spacek, Bill Murray, Lucas Black","For decades a legend has haunted the foothills of the East Tennessee Appalachians. The stories about the shotgun-wielding recluse are legion. Some say Felix Bush (Duvall) has killed men with his fists and at 70 years old he still looks as if could and would. When he comes down from the hills, people treat him like something wild until he disappears again into the mountain mist. A few people remember when he was a bright and restless young man with dreams of seeing the world. What could have possibly happened to him? No one knows because he has never said. Everyone thought he would take his secret to the grave. They were almost right. But now the fierce hermit is putting on a funeral… for himself! Everyone is invited. Based on a true story, 10 thousand people have arrived to hear the local legend unearth the shocking truth of a 40 year-old secret.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ ","K5","","","",""
"Danish Girl, The","Pre Production ","Lasse Hallstrom","Nicole Kidman, Gwyneth Paltrow","An unforgettable story of renewal and discovery, whose complications, joys, and tragedies are a testament to the power and endurance of love. ","Italy -  2,000,000UK - 1,500,000Portugal -  150,000Australia -  700,000","IT, PORT, UK, OZ ","Kathy Morgan","Romance","","",""
"Liberace","Pre Production","Steven Soderbergh","Michael Douglas, Matt Damon","From the filmmakers who brought you OCEAN’S ELEVEN, TWELVE, and THIRTEEN, comes a new and very different Las Vegas story. ","France - 2,500,000Italy -   1,800,000Switzerland - (theatrical) 60,000UK -  2,800,000Portugal -   175,000Australia -  900,000","FR, IT, SW, PORT, UK, OZ","Kathy Morgan","","","",""
"Snow Flower and the Secret Fan","Pre Production","Wayne Wang (W/D)","Bing Bing Li, Gianna Jun, Hugh Jackman","tells two stories of female friendships, generations apart, but timeless in their universal notions of love and hope.","BLX 400FR 900KIT 600KSW 100K (theatrical)UK 900KPORT 85KME 350KLAT AM 700KINDO 75KAUSTR 500K","BLX, FR, IT, SW, UK  PORT, ME, LA, INDO, AUST","Kathy Morgan","","","",""
"Warrior's Way, The aka Laundry Warrior","Post Production/ 50M","Sngmoo Lee (W/D)","Jang Dong Kun, Kate Bosworth, Geoffrey Rush, Danny Huston","High Concept Asian/ Western Action film following a reformed killer struggling to maintain his pacifity despite living amidst a pair of rival gangs…","France  - 2,500,000Italy -  2,000,000Benelux - 800,000Lat Am -  1,500,000","BLX, FR, IT, LA","Kathy Morgan","Action/ Epic","","",""
"Buried","SAT FEB 13, 12:35 pm @ CINESTAR 2 MON, FEB 15, 6:00 pm @ CINEMAXX 16","Rodrigo Cortes","Ryan Reynolds","Open your eyes. You’re in a closed space beneath 2500 pounds of Iraqi soil. You have 90 minutes of oxygen left tobreathe. Your only connection to the outside world is a mysterious cell phone with limited reception and battery life.And each second is a second closer to death…  - there is a built in video asset to this, but not an obvious theatrical film, INDO bought it. SCANBOX in SCANDI. many territories going during market (MW)","ME: 140k","IT","Kinology","Thriller","","",""
"Chameleon","Post Production/going to Sundance","Jean Paul Salome","MARC-ANDRE GRONDIN, FAMKE JANSSEN, ELLEN BARKIN, EMILIE DE RAVIN, TORY KITTLES, NICK STAHL","A son, a brother, a lover, a friend – can we ever know who people say they are? THE CHAMELEON is the true life story of Frédéric Bourdin, a man who assumed 39 identities over a period of two decades. Jean Paul Salomé (Female Agents) tells this haunting story in his English language debut starring up-and-coming Marc-André Grondin and a frighteningly unrecognizable Ellen Barkin in an Oscar worthy performance.","","BLX, IT, SW, SCAN, LA, INDO, UK, OZ","Kinology","","","",""
"Copacabana","Post Production","Michelle Fittoussi","ISABELLE HUPPERT, LOLITA CHAMMAH, AURE ATIKA, CHANTAL BANLIER, MAGALI WOCH, LUIS REGO, NOEMIE LVOVSKY","Meet Babou: eccentric, happy-go-lucky, the ultimate free-spirit. Meet Esmeralda: by-the-book, practical, conventional… and Babou’s daughter. Real-life mother and daughter Isabelle Huppert, one of the most venerated actresses of her generation in an endearing yet tailor-made role, and Lolita Chammah star in this bitter-sweet comedy filled with humanity. COPACABANA paints a picture of a woman struggling to stay true to herself while conforming to social realities.","","BLX, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Kinology","","","",""
"The Cross ","Pre Production","Andrew Niccol","Orlando Bloom, Geoffrey Rush possible","Mylar and his younger brother Castro come to a town to cross the border in search of a better life. The two travelers full of hope all too quickly realize that their journey leads them to an inescapable world full of doom.","","IT,SW, INDO, LA, UK, OZ","Kinology","","","",""
"Every Jack has a Jill","Completed/ 10M","Jennifer Devoldere","Melanie Laurent, Justin Bartha, Valerie Benguigui, Eric Berger, Maurice Benichou, Arie Elmaleh","Chloe lives by herself in Paris but is surrounded by personalities such as an intrusive next door neighbor, a nasty co-worker, a guy at the DVD rental store who is always eager to give unsolicited life-lessons…not exactly the lfie she had hoped for. And yet a random course of events changes her luck...",""," IT, SW, SCAN, LA x PAYTV, PORT, INDO","Kinology","","","",""
"Gainsbourg (Je Taime mon ami)","MARKET PREMIERE:FRI FEB 12,  9:00 am @ CINEMAXX 6 SAT FEB 13, 12:35 pm @CINESTAR 2SUN FEB 14, 7:35 pm @ CINEMAXX 16MON FEB 15,  6:00 pm @ CINEMAXX 16","Joann Sfar","Eric Elmosnino, Lucy Gordon, Laetitia Casta, Doug Jones, Anna Mouglalis, Mylene Jampanoi, Sara forestier, Yolane Moreau, Philippe Katerine","Young Lucien parades around Nazi-occupied Paris in 1941 with a yellow star, which he has craftily turned into a sheriff star, pinned to his jacket. After graduating from art school years later, this disillusioned artist tries to earn a living by playing at local bars...","","IT, INDO, LA x BR, ","Kinology","","","",""
"Heartbreaker","Post Production","Pascal Chaumeil","Romain Duris, Vanessa Paradis, Julie Ferrier, Francois Damiens","saw promo, looks lovely, want to see the film, so romantic and funny (MW)","IT: 250e","INDO","Kinology","","","",""
"Lullaby for Pi","Post Production/Sundance","Benoit Phillipon"," RUPERT FRIEND, CLEMENCE POESY, SARAH WAYNE CALLIES, MATT WARD AND FOREST WITHAKER","The producing duo of Far from Heaven, Christine Vachon and Jean-Charles Levy, team up with director Benoît Philippon, an astonishing new talent in the vein of Wong Kar Wai and Jim Jarmusch, to bring us a tender love story about resilience and second chances, even after devastating heart-breaks.","","BLX, IT, SW, SCAN, LA, INDO, ME, UK, OZ","Kinology","","","",""
"Mensch","Complete","Steve Suissa","NICOLAS CAZALE, SAMY FREY, ANTHONY DELON, MAURICE BENICHOU, MYRIAM BOYER","The young and gifted Steve Suissa delivers another notable film after his first feature, L’Envol (Taking Wing), a dark tale about a young bank robber in the midst of the ultimate moral dilemma: should he accept one more job that will keep him and his son financially afloat or become a Mensch, a good guy, and raise his son in a respectable home with upright values. A bitingly authentic performance by Nicolas Cazalé (The Grocer’s Son)","","BLX, IT, SW, SCAN, LA, INDO, PORT, ME","Kinology","","","",""
"MUNE","Promo in Berlin, Pre Production","ALEXANDRE HEBOYAN & BENOIT PHILIPPON","","What would happen if the sun did not rise one morning? Or if the moon just ran off and forgot to light up the stars and the night sky? From the creators of Kung Fu Panda and some of the most charming digital animations of our times comes a magical tale of loveable Mune, the moon’s keeper, who fights to restore the world when the evil forces of darkness steal the Sun! He may speak softly and tread gently, but his love for the moon and the woman of his dreams turns him into the unstoppable hero he was meant to be! A heartwarming story for the entire family.  ","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ ","Kinology","Animation","","",""
"MY OWN LOVE SONG    ","Post Production/ 35M","Olivier DAHAN ","Renee ZELLWEGER, Forrest WHITAKER ","Jane and Joey couldn't be more different. She's a matter of face, take charge kind of lady who never needs help from anyone, though she's been paralyzed from the legs down after a bad car accident. He's a lovable odd ball who turns to angels and ghosts to get by day to day. - Bob Bernie releasing in US (MW)","BLX: 550KEFR: marsIT: 1MESW: 200KE","BLX, IT, SW, SCAN, LA, INDO ex Br, UK, OZ","Kinology","Drama, Romance ","","",""
"One","Complete","Nicolas Hulot, Jean-Albert Lievre","","A documentary about man's relationship with the increasingly fragile earth he inhabits accompanies by breathtaking images - Chick Vampires recruit a newcomer, seducing her with a life of all night partying; eating, drinking and fucking without repurcussions, as well as the power to kill and vamp.... I dont think its an urgent prebuy / from director of THE WAVE - full coverage later. (SM)","","IT, SW, SCAN, LA, INDO, PORT, ME","Kinology","Doc","","",""
"The Pimp","Post Production","Pascal Bourdiaux","Jose Garcia, Gilbert Melki, Carmen Maura","After hits Asterix at the Olympic Games and Mesrine, Thomas Langmann brings us another hilarious and stylishthriller/comedy about a banker-turns-pimp starring José Garcia in a huge comeback as both the banker ANDthe pimp, and Carmen Maura as a gypsy gangsta’!","","BLX, IT, SW, SCAN, LA, INDO, PORT, ME","Kinology","","","",""
"The Prodigies","Post Production/ 35M","Antoine Charreyron","","NYC, Central Park, 2010. Five young teenagers are violenty assaulted. But they're not your average teenagers....they're prodigies. (have script, cross between live action, animation, and motion capture, first time director, ""Kid geniuses rebel"", 50 Cent and Eminem interested in doing music, watched behind the scenes promo, art looked very cool - SM)","","BLX, IT, SW, SCAN, LA, INDO, PORT","Kinology","","","",""
"Rebellion","In Preparation/ 17ME","Matthie Kassovitz","","(based on a true story about a rebellion in New Caledonia, UGC to distrib in FR, no script yet - SM)","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ","Kinology","","","",""
